exhibition,edition,latest_basis,artist,title,work_year,confidence,source_url,extraction_method,raw_caption_or_context,coverage_note
Berlin Biennale,13th Berlin Biennale: passing the fugitive on (2025),Latest official edition as of 2026-05-24,Sawangwongse Yawnghwe,Joker’s Headquarters. Gesamtkunstwerk as a Practical Joke (C’est le Premier Vol de L’Aigle) [It’s the eagle’s first flight],2025,high,https://13.berlinbiennale.de/en/artists/sawangwongse-yawnghwe,official_caption,"Sawangwongse Yawnghwe, Joker’s Headquarters. Gesamtkunstwerk as a Practical Joke (C’est le Premier Vol de L’Aigle) [It’s the eagle’s first flight], 2025, installation view, 13th Berlin Biennale, KW Institute for Contemporary Art, 2025. © Sawangwongse Yawnghwe; image: Diana Pfammatter; Eike Walkenhorst",Extracted from official image captions on artist pages.
Berlin Biennale,13th Berlin Biennale: passing the fugitive on (2025),Latest official edition as of 2026-05-24,Shahana Rajani,a cipher for the missing,2022,high,https://13.berlinbiennale.de/en/artists/shahana-rajani,official_caption,"Shahana Rajani, a cipher for the missing, 2022, video still © Shahana Rajani",Extracted from official image captions on artist pages.
Berlin Biennale,13th Berlin Biennale: passing the fugitive on (2025),Latest official edition as of 2026-05-24,Stacy Douglas,Law Is Aesthetic: Trope,2025,high,https://13.berlinbiennale.de/en/artists/stacy-douglas,official_caption,"Stacy Douglas, Law Is Aesthetic: Trope, 2025, installation view, 13th Berlin Biennale, Former Courthouse Lehrter Straße, 2025. © Stacy Douglas; image: Eberle & Eisfeld",Extracted from official image captions on artist pages.
Berlin Biennale,13th Berlin Biennale: passing the fugitive on (2025),Latest official edition as of 2026-05-24,Stacy Douglas,One Day III from Law Is Aesthetic: Trope,2025,high,https://13.berlinbiennale.de/en/artists/stacy-douglas,official_caption,"Stacy Douglas, One Day III from Law Is Aesthetic: Trope, 2025, video still © Stacy Douglas",Extracted from official image captions on artist pages.
Berlin Biennale,13th Berlin Biennale: passing the fugitive on (2025),Latest official edition as of 2026-05-24,Tsuyoshi Ozawa,"© VG Bild-Kunst, Bonn",2025,high,https://13.berlinbiennale.de/en/artists/tsuyoshi-ozawa,official_caption,"Tsuyoshi Ozawa with Andreas Eberlein, Dagmar Tinschmann, Daisuke Deguchi, Jinran Kim, Kathrin Schiff bauer, Li Koelan, Manuela Warstat, Yuan Shun, New Nasubi Gallery, 1993, installation view, 13th Berlin Biennale, KW Institute for Contemporary Art, 2025. © Tsuyoshi Ozawa, © VG Bild-Kunst, Bonn 2025 for Dagmar Tinschmann-Lichtefeld, Kathrin Schiffbauer, Manuela Warstat and Yuan Shun; image: Diana Pfammatter, Eike Walkenhorst",Extracted from official image captions on artist pages.
Berlin Biennale,13th Berlin Biennale: passing the fugitive on (2025),Latest official edition as of 2026-05-24,Zamthingla Ruivah Shimray,"Rai-Mui Kachon [Depiction of Kachon War], August",2023,high,https://13.berlinbiennale.de/en/artists/zamthingla-ruivah-shimray,official_caption,"Zamthingla Ruivah Shimray, Rai-Mui Kachon [Depiction of Kachon War], August 2023/24, detail, 13th Berlin Biennale, Hamburger Bahnhof – Nationalgalerie der Gegenwart, 2025. © Zamthingla Ruivah Shimray; image: Aristidis Schnelzer",Extracted from official image captions on artist pages.
Berlin Biennale,13th Berlin Biennale: passing the fugitive on (2025),Latest official edition as of 2026-05-24,Zamthingla Ruivah Shimray,Rairā Kachon [Small Kachon War],2025,high,https://13.berlinbiennale.de/en/artists/zamthingla-ruivah-shimray,official_caption,"Zamthingla Ruivah Shimray, Rairā Kachon [Small Kachon War], 2025, detail, 13th Berlin Biennale, Hamburger Bahnhof – Nationalgalerie der Gegenwart, 2025 © Zamthingla Ruivah Shimray; image: Eberle & Eisfeld",Extracted from official image captions on artist pages.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Adama Delphine Fawundu,100 Years | 100 Women Project,,medium,https://36.bienal.org.br/en/artista/adama-delphine-fawundu-en/,official_text_italic_fallback,"Adama Delphine Fawundu (New York, 1971. Lives in New York) is an interdisciplinary artist. Fawundu’s visual language centers on themes of indigenization and ancestral memory. The artist has exhibited in the USA and internationally, and was commissioned to participate in the 100 Years | 100 Women Project at the Lincoln Center for the Performing Arts (New York). Fawundu’s works are in the collections of institutions such as the Brooklyn Museum of Art and the Brooklyn Historical Society (New York), Princeton University Museum (USA), Norton Museum of Art (West Palm Beach, USA) and Petrucci Family Foundation of African American Art (Asbury, USA), among others, as well as private collections. Fawundu is an Assistant Professor of Visual Arts at Columbia University.",Fallback from official artist text when no usable caption title was found.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Adjani Okpu-Egbe,manimals,,medium,https://36.bienal.org.br/en/artista/adjani-okpu-egbe-en/,official_text_italic_fallback,"The work of Cameroonian-born British artist and scholar Adjani Okpu-Egbe is multifaceted, interdisciplinary, and powerfully engaging. He infuses his personal experience into expressive, harmonious colors, inventive symbolism, an expansive use of materials, and an authenticity grounded in rigorous research. Known for his layered visual language and abstracted figures he refers to as “manimals,” Okpu-Egbe’s cross-demographic shaping of cultural thought is far-reaching. The three works presented as a constellation for the 36th Bienal de São Paulo mark a pivotal moment in his practice.",Fallback from official artist text when no usable caption title was found.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aislan Pankararu,Cura pela água salgada,,high,https://36.bienal.org.br/en/artista/aislan-pankararu-2/,official_caption,"Installation view of Cura pela água salgada, by Aislan Pankararu, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aislan Pankararu,"Encontro da terra seca, água doce doce e água salgada",,high,https://36.bienal.org.br/en/artista/aislan-pankararu-2/,official_caption,"Installation view of Encontro da terra seca, água doce doce e água salgada, by Aislan Pankararu, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aislan Pankararu,Entranhas do possível,,high,https://36.bienal.org.br/en/artista/aislan-pankararu-2/,official_caption,"Installation view of Entranhas do possível, by Aislan Pankararu, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aislan Pankararu,Flor de coroa-de-frade,,high,https://36.bienal.org.br/en/artista/aislan-pankararu-2/,official_caption,"Installation view of Flor de coroa-de-frade, by Aislan Pankararu, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aislan Pankararu,Força da caatinga,,high,https://36.bienal.org.br/en/artista/aislan-pankararu-2/,official_caption,"Installation view of Força da caatinga, by Aislan Pankararu, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aislan Pankararu,O poder do semi-árido,,high,https://36.bienal.org.br/en/artista/aislan-pankararu-2/,official_caption,"Installation view of O poder do semi-árido, by Aislan Pankararu, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aislan Pankararu,Sangue de caatingueiro,,high,https://36.bienal.org.br/en/artista/aislan-pankararu-2/,official_caption,"Installation view of Sangue de caatingueiro, by Aislan Pankararu, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aislan Pankararu,Sou do Nordeste,,high,https://36.bienal.org.br/en/artista/aislan-pankararu-2/,official_caption,"Installation view of Sou do Nordeste, by Aislan Pankararu, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aislan Pankararu,"Voltei, Nordeste, meu amor",,high,https://36.bienal.org.br/en/artista/aislan-pankararu-2/,official_caption,"Installation view of Voltei, Nordeste, meu amor, by Aislan Pankararu, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aislan Pankararu,Água de imbuzeiro,,high,https://36.bienal.org.br/en/artista/aislan-pankararu-2/,official_caption,"Installation view of Água de imbuzeiro, by Aislan Pankararu, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aislan Pankararu,"É a Bahia, porra!",,high,https://36.bienal.org.br/en/artista/aislan-pankararu-2/,official_caption,"Installation view of É a Bahia, porra!, by Aislan Pankararu, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Alain Padeau,Moka BOB Sound System,,high,https://36.bienal.org.br/en/artista/alain-padeau-en/,official_caption,"Installation view of Moka BOB Sound System, by Alain Padeau, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Alain Padeau,Moka BOB Soundsystem,,high,https://36.bienal.org.br/en/artista/alain-padeau-en/,official_caption,"Installation view of Moka BOB Soundsystem by Alain Padeau, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Alberto Pitta,O ateliê do artista na Bahia,,high,https://36.bienal.org.br/en/artista/alberto-pitta-en/,official_caption,"Installation view of O ateliê do artista na Bahia, by Alberto Pitta, during the 36th Bienal de São Paulo © Levi Fanan / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aline Baiana,Ouro negro é a gente,,high,https://36.bienal.org.br/en/artista/aline-baiana-en/,official_caption,"Installation view of Ouro negro é a gente, by Aline Baiana, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Aline Baiana,Ouro negro é gente,,high,https://36.bienal.org.br/en/artista/aline-baiana-en/,official_caption,"Installation view of Ouro negro é gente, by Aline Baiana, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Amina Agueznay,Graines perles,,high,https://36.bienal.org.br/en/artista/amina-agueznay-en/,official_caption,"Installation view of Graines perles, by Amina Agueznay, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Amina Agueznay,Talisman of Henna - Variation #1 and Talisman of Henna - Variation #2,,high,https://36.bienal.org.br/en/artista/amina-agueznay-en/,official_caption,"Installation view of Talisman of Henna - Variation #1 and Talisman of Henna - Variation #2, by Amina Agueznay, during the 36th Bienal de São Paulo © Natt Fejfar / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
Bienal de Sao Paulo,36th Bienal de Sao Paulo: Not All Travellers Walk Roads - Of Humanity as Practice (2025),Latest official edition page active as of 2026-05-24,Amina Agueznay,Talisman of Henna – Variation #1 and #2,,high,https://36.bienal.org.br/en/artista/amina-agueznay-en/,official_caption,"Installation view of Talisman of Henna – Variation #1 and #2, by Amina Agueznay, during the 36th Bienal de São Paulo © Levi Fanan / Fundação Bienal de São Paulo",Extracted from official artist-page image captions.
